name,nationality,age,weight,dribbling,interceptions,heading_accuracy,reactions,balance,jumping,stamina,strength,composure,preferred_foot,international_reputation,work_rate,position,overall
bernard,brazil,25,132,82,42,59,80,96,61,68,34,71,right,2,high_medium,mf,80
n_tagliafico,argentina,25,143,74,77,73,75,79,90,91,63,73,left,2,high_medium,df,80
s_marreh,gambia,22,172,43,64,51,59,59,61,72,79,55,right,1,low_high,dm,67
j_c_af_a_diz,venezuela,22,163,64,24,72,68,51,52,64,75,56,right,1,medium_low,st,67
l_shabani,albania,18,172,56,50,43,48,65,61,57,61,47,right,1,medium_medium,mf,55
p_breier,germany,26,170,63,32,61,66,67,65,76,70,68,right,1,high_high,mf,64
m_torres,colombia,33,150,73,52,53,72,76,55,66,65,72,right,1,medium_medium,am,76
d_diagn_af_a_c,senegal,23,137,57,65,63,60,75,80,65,59,72,right,1,medium_high,dm,65
k_hoffmann,germany,23,176,66,20,37,53,67,51,55,68,57,right,1,high_medium,am,59
f_bambock,france,23,172,59,61,48,57,63,65,76,80,60,right,1,medium_high,dm,66
n_bancu,romania,25,143,68,48,47,65,76,59,80,61,67,left,1,medium_medium,df,68
b_stephens,england,20,132,60,16,49,45,83,61,55,33,45,right,1,medium_medium,am,56
bruno_costa,portugal,21,146,71,45,46,59,77,60,55,49,63,right,1,high_medium,mf,67
j_galv_af_a_n,argentina,26,152,56,77,80,66,61,88,84,79,53,right,1,low_high,df,72
a_keita,guinea,26,174,66,14,57,65,65,68,67,79,64,right,1,medium_medium,st,66
y_mabella,france,22,172,56,19,58,53,60,57,48,68,56,right,1,medium_medium,st,59
h_nakagawa,japan,23,126,66,25,38,76,93,90,91,27,59,right,1,high_high,am,69
v_eysseric,france,26,161,79,34,52,70,69,58,60,64,70,right,2,medium_medium,am,76
m_collao,chile,20,148,62,29,37,44,71,44,67,36,66,right,1,high_low,am,63
l_hemmerich,germany,20,148,58,49,62,60,68,64,69,61,49,right,1,high_medium,mf,62
c_schindler,germany,28,170,42,81,74,77,57,74,68,78,73,right,1,medium_medium,df,78
beto,portugal,36,179,14,12,22,74,35,67,40,52,68,right,2,medium_medium,gk,76
p_h_af_a_jbjerg,denmark,22,185,75,74,63,75,65,63,74,75,69,right,2,medium_medium,mf,76
l_mart_af_a_nez,mexico,19,170,62,54,53,55,68,56,62,57,38,right,1,medium_medium,df,57
k_miller,scotland,38,157,65,44,70,67,67,80,82,69,82,right,2,high_high,st,69
w_pi_af_a_ones,chile,30,154,54,54,53,62,68,70,69,61,48,right,1,medium_high,df,62
eduardo_fonseira,brazil,30,192,8,11,10,62,40,58,30,69,71,right,1,medium_medium,gk,71
ra_af_aol_vallejo,spain,22,161,57,34,52,52,73,53,45,58,58,right,1,medium_medium,am,61
m_nichols,australia,29,165,63,59,58,63,70,60,68,57,66,right,1,medium_low,am,65
j_morris,england,18,154,42,19,47,49,55,61,53,40,43,right,1,medium_medium,st,50
n_aguirre,argentina,27,172,74,60,62,69,63,45,77,77,66,left,1,medium_medium,mf,72
a_tinnerholm,sweden,27,165,66,72,25,74,61,58,92,69,67,right,1,high_high,df,71
a_marches_af_a_n,argentina,30,187,24,15,11,75,60,75,38,59,64,right,1,medium_medium,gk,77
a_salazar,chile,25,174,18,17,11,68,56,65,23,63,60,right,1,medium_medium,gk,68
patric,spain,25,159,60,74,69,68,57,67,69,66,67,right,1,medium_high,df,72
a_trebel,france,27,163,77,74,33,78,87,77,82,69,75,left,1,high_high,mf,78
d_o_dea,republic_of_ireland,31,181,57,64,66,53,62,49,67,73,66,left,1,low_medium,df,65
s_amin,syria,20,150,57,38,31,54,66,56,61,45,56,right,1,medium_medium,mf,56
d_boo_wiklander,sweden,33,187,37,60,50,66,57,82,53,78,55,right,1,low_high,df,63
d_rotariu,romania,22,159,77,30,73,68,69,65,58,59,65,left,1,medium_medium,am,71
d_reimann,germany,21,176,7,10,8,59,50,69,31,47,35,right,1,medium_medium,gk,63
j_jeanvier,france,25,185,44,68,73,75,60,72,72,81,62,right,1,medium_medium,df,72
m_nottingham,st_kitts_nevis,29,194,52,57,54,55,62,69,60,69,35,right,1,medium_medium,df,56
a_ignjovski,serbia,27,157,65,71,51,70,80,72,64,59,68,right,2,medium_medium,df,70
m_nalepa,poland,25,176,65,63,65,66,39,69,69,85,63,right,1,medium_medium,df,66
e_watt,scotland,18,159,55,52,37,54,73,60,58,49,56,right,1,medium_medium,mf,54
t_ho_a_a_ava,czech_republic,30,154,73,63,57,70,69,66,72,58,73,right,1,medium_medium,am,73
t_bonga,germany,21,196,67,20,63,58,44,64,67,84,49,right,1,medium_medium,st,61
j_campbell,costa_rica,26,159,78,45,52,70,76,78,66,73,74,left,2,high_medium,st,76
s_manolev,bulgaria,32,174,73,59,63,69,57,71,86,72,64,right,2,high_medium,df,70
af_a_lex_fern_af_a_ndez,spain,25,150,70,65,39,70,68,60,75,61,62,right,1,medium_medium,am,72
j_duque,colombia,31,174,66,36,66,70,63,77,69,78,74,right,1,medium_low,st,71
r_o_donnell,england,29,187,14,16,11,68,51,62,32,73,47,left,1,medium_medium,gk,64
song_soo_yeong,korea_republic,26,154,62,40,53,53,75,63,62,63,52,right,1,high_medium,mf,61
aleix_garc_af_a_a,spain,21,150,72,58,47,58,80,56,59,47,70,right,1,medium_medium,mf,70
j_ndecky,senegal,21,154,60,48,47,59,73,64,66,55,49,right,1,medium_medium,df,61
l_woudenberg,netherlands,24,154,59,64,54,63,52,66,93,66,64,left,1,high_high,df,66
johannesson,iceland,24,154,61,66,57,65,68,69,91,61,54,right,1,high_medium,df,70
k_shimura,japan,22,168,11,5,11,49,34,43,20,44,32,right,1,medium_medium,gk,62
lee_ki_je,korea_republic,26,150,62,56,52,64,78,79,74,70,60,left,1,high_high,mf,65
k_sekiguchi,japan,32,146,65,15,38,54,78,34,58,46,45,right,1,medium_medium,mf,61
kim_hyo_gi,korea_republic,31,165,56,11,58,55,64,54,57,57,58,right,1,high_medium,st,58
f_al_shammari,saudi_arabia,37,165,16,22,13,59,56,34,34,36,47,right,1,medium_medium,gk,61
s_mai,germany,24,205,23,57,73,58,29,31,52,92,47,right,1,medium_high,am,64
c_wondolowski,united_states,35,170,64,46,69,73,56,69,79,65,70,right,1,high_high,st,70
lucas_medeir_af_a_o,brazil,34,163,75,33,48,71,63,43,55,59,71,right,1,high_medium,am,68
j_konings,netherlands,20,170,60,25,58,57,60,53,72,65,57,left,1,high_high,st,62
e_audero,italy,21,176,19,11,19,51,51,65,25,55,56,right,1,medium_medium,gk,73
c_hu_af_a_c_rfano,colombia,22,141,66,23,38,56,81,57,63,40,64,right,1,medium_high,mf,62
r_haynes,england,22,150,64,59,50,55,64,59,71,53,58,left,1,high_medium,df,63
c_libertiaux,belgium,20,176,12,14,13,42,43,63,26,53,37,right,1,medium_medium,gk,57
s_barone,italy,19,161,7,10,14,52,47,64,21,53,33,right,1,medium_medium,gk,54
n_danns,guyana,35,172,60,49,55,66,75,67,71,66,65,right,1,medium_high,mf,63
h_smith,england,19,170,24,51,57,45,57,74,57,68,39,right,1,medium_medium,df,52
d_srbeny,germany,24,183,64,30,64,65,46,77,68,78,62,right,1,high_medium,st,67
alex_telles,brazil,25,157,82,80,74,83,70,81,92,68,80,left,3,high_medium,df,84
b_diawara,senegal,30,168,69,24,67,64,65,77,66,73,70,right,1,high_medium,st,68
nascimentardo,brazil,30,146,73,42,49,65,88,46,58,34,66,right,1,medium_low,am,71
m_guendouzi,france,19,150,69,71,64,67,65,66,69,63,73,right,1,medium_high,dm,71
m_leckie,australia,27,181,76,54,72,70,78,87,77,70,67,right,2,high_medium,mf,75
a_torres,mexico,22,183,14,12,13,60,56,58,38,63,35,right,1,medium_medium,gk,58
l_thomas,australia,26,201,18,12,12,72,34,65,32,52,46,right,1,medium_medium,gk,69
d_stec,austria,24,154,64,54,48,55,71,59,69,59,50,right,1,medium_medium,df,64
m_garrido,argentina,32,148,64,58,35,66,78,69,70,57,64,right,1,medium_medium,mf,67
n_ramos,colombia,36,183,16,21,17,64,27,38,34,30,55,left,1,medium_medium,gk,67
pol_moreno,spain,24,176,21,55,61,56,56,75,60,64,40,right,1,low_medium,df,59
g_kawanami,japan,27,185,11,14,11,39,28,36,24,60,34,right,1,medium_medium,gk,55
e_zhegrova,kosovo,19,152,78,20,36,53,77,71,59,30,56,left,1,medium_low,mf,67
sito,spain,21,154,70,43,38,59,64,34,45,43,56,left,1,medium_high,mf,63
g_pinto,italy,26,168,64,55,40,59,71,41,79,58,53,left,1,high_medium,df,63
j_mc_glashan,england,30,132,61,40,28,55,86,74,71,31,50,right,1,medium_medium,mf,62
jeong_chung_yeob,korea_republic,20,157,56,17,49,54,65,51,63,63,42,right,1,medium_medium,am,53
m_kennedy,northern_ireland,21,168,51,26,51,53,61,57,34,61,43,right,1,high_medium,mf,53
l_bender,germany,29,179,72,86,78,83,63,77,86,76,83,right,3,high_high,df,83
s_afa_zcan,germany,20,163,73,60,53,59,74,57,61,66,69,right,1,medium_medium,mf,70
z_ismail,england,24,165,68,30,45,55,76,51,76,59,69,right,1,high_medium,mf,67
m_vejinovi_a_a,netherlands,28,168,64,66,70,66,63,75,55,68,74,right,1,low_medium,mf,73
j_murphy,scotland,28,159,75,50,49,69,75,73,78,68,73,right,1,medium_medium,am,72
a_angoula,france,37,181,38,62,66,65,58,75,30,81,57,right,1,low_medium,df,66
carlos_mendes_gomes,spain,19,146,59,26,38,43,74,49,51,53,39,right,1,medium_medium,am,51
ant_af_a3nio_filipe,portugal,33,179,11,18,15,63,31,69,33,65,41,right,1,medium_medium,gk,71
m_t_af_a_rnes,denmark,32,185,14,25,11,55,65,72,30,64,56,right,1,medium_medium,gk,63
m_verratti,italy,25,132,90,84,55,85,94,64,77,52,93,right,3,medium_high,mf,86
g_pender,republic_of_ireland,24,157,50,17,54,54,58,56,42,70,51,right,1,medium_medium,st,56
m_ciani,france,34,194,38,71,72,54,32,63,58,92,54,right,2,medium_medium,df,69
f_al_yamani,saudi_arabia,28,161,64,64,54,66,53,65,65,74,66,right,1,medium_medium,dm,63
p_bardsley,scotland,33,174,66,73,69,74,62,73,72,76,67,right,1,medium_medium,df,72
s_z_af_ao_af_a_iga,chile,28,165,72,27,47,53,77,59,58,75,53,right,1,high_low,dm,67
l_krajnc,slovenia,23,190,56,68,65,62,64,77,65,84,63,left,1,medium_medium,df,71
j_de_smet,belgium,19,187,13,8,14,42,33,43,19,80,38,right,1,medium_medium,gk,57
f_r_af_a_nnow,denmark,25,170,13,12,12,74,40,63,32,67,31,right,1,medium_medium,gk,75
pablo,brazil,27,190,56,78,75,75,54,72,68,81,66,right,1,medium_medium,df,76
c_n_af_ao_af_a_ez,paraguay,20,152,57,54,54,57,76,56,37,45,46,right,1,low_high,dm,56
g_d_af_a_az,argentina,30,165,69,65,52,70,73,67,80,66,56,right,1,medium_medium,df,68
k_m_af_a1_4ller,germany,27,198,17,20,13,69,43,67,31,76,52,right,1,medium_medium,gk,71
ji_xiang,china_pr,28,172,63,66,65,63,72,60,74,79,60,right,1,high_medium,df,67
cao_sheng,china_pr,23,143,52,24,43,34,80,84,41,36,44,right,1,medium_medium,am,51
f_tissone,argentina,31,176,64,73,54,70,59,78,72,71,69,right,2,medium_medium,dm,73
c_harriott,england,24,146,72,21,34,61,92,75,33,52,61,left,1,medium_medium,mf,66
pedrinho,portugal,33,161,56,64,52,60,75,70,63,66,69,right,1,medium_medium,df,65
n_insfr_af_a_n,argentina,23,183,11,7,10,53,49,60,22,40,46,right,1,medium_medium,gk,57
w_dean,england,17,137,49,33,43,54,80,56,66,58,52,right,1,medium_medium,mf,51
a_georgiou,cyprus,21,161,66,56,44,55,68,45,61,52,54,left,1,medium_medium,mf,62
p_schick,czech_republic,22,161,82,22,74,74,67,69,62,70,77,left,2,high_medium,st,77
j_absalonsen,denmark,32,168,66,47,49,65,76,53,72,65,70,left,1,high_high,mf,66
d_cayupil,chile,20,143,52,58,53,56,71,65,77,59,37,left,1,medium_medium,df,57
n_ziswiler,switzerland,18,168,12,12,11,37,32,42,24,52,26,right,1,medium_medium,gk,52
gao_dalun,china_pr,21,157,54,18,44,46,73,75,55,53,42,right,1,medium_medium,st,50
j_laursen,denmark,23,168,65,54,48,55,67,67,76,72,50,left,1,high_high,df,64
e_giaccherini,italy,33,132,81,66,58,76,93,53,69,54,78,right,2,high_medium,am,77
s_londo_af_a_o,colombia,23,154,16,19,15,57,47,56,43,49,37,right,1,medium_medium,gk,64
kim_seung_yong,korea_republic,33,165,63,47,53,63,61,57,56,56,63,right,1,high_medium,am,64
d_miloc,argentina,27,163,63,64,57,67,66,56,88,67,57,right,1,medium_high,mf,66
j_theissen,germany,20,174,5,8,10,46,35,51,24,68,35,right,1,medium_medium,gk,57
k_tierney,scotland,21,172,75,71,59,72,74,65,88,75,74,left,1,high_high,df,76
eguaras,spain,26,170,64,67,59,62,65,75,76,75,65,right,1,medium_medium,dm,71
f_kaplan,turkey,29,174,14,28,14,65,54,62,25,70,52,right,1,medium_medium,gk,68
f_weber,germany,23,181,31,52,59,53,64,81,68,76,51,right,1,high_medium,df,63
p_dziczek,poland,20,154,62,63,60,63,68,80,84,65,62,right,1,medium_medium,dm,66
a_merkel,kazakhstan,26,148,66,46,58,72,68,53,61,56,63,right,1,medium_low,mf,68
j_weir,england,22,157,65,52,48,52,75,56,63,58,59,right,1,medium_medium,mf,62
zheng_zheng,china_pr,28,170,68,58,56,63,70,68,67,65,50,left,1,medium_high,df,67
f_cerro,argentina,30,165,67,73,59,73,63,75,89,80,61,right,1,medium_medium,mf,72
danilo,brazil,34,168,46,83,72,73,60,76,42,71,74,right,2,low_medium,df,77
d_perquis,france,32,181,15,26,16,63,60,51,34,56,51,right,1,medium_medium,gk,69
o_af_a_lvarez,colombia,23,172,68,15,56,60,70,78,46,79,54,right,1,medium_low,st,64
j_italiano,australia,16,143,59,22,36,53,79,58,57,42,57,right,1,high_medium,mf,58
j_martin,france,28,154,76,65,57,77,63,61,72,73,76,right,2,high_medium,mf,76
l_perdomo,argentina,21,157,55,75,53,61,79,74,83,63,56,right,1,medium_medium,dm,65
l_manyama,south_africa,27,165,69,16,73,70,65,60,69,48,65,left,1,medium_medium,am,69
y_al_shammari,saudi_arabia,20,143,59,18,55,53,74,68,54,56,48,right,1,medium_low,st,57
m_pu_a_a_i_a_a,austria,30,168,61,42,69,64,72,77,76,77,64,left,1,high_medium,st,67
l_garritano,italy,24,148,75,34,54,61,88,72,68,54,72,right,1,medium_medium,am,71
a_kubalas,turkey,26,172,29,59,60,53,54,75,60,62,48,right,1,low_medium,df,63
adriano,brazil,30,141,70,29,66,72,72,69,65,59,73,right,2,medium_low,st,71
m_galmarini,argentina,36,170,67,61,60,63,60,69,73,72,67,right,1,medium_medium,mf,66
h_konat_af_a_c,ivory_coast,23,170,13,11,16,59,61,68,23,59,49,right,1,medium_medium,gk,59
d_burni_a_a,germany,20,154,66,62,49,66,74,70,67,63,54,left,1,medium_medium,dm,66
t_ci_a_a_erci,turkey,26,176,68,73,70,67,63,75,84,75,70,right,2,high_high,dm,73
b_celina,kosovo,21,146,76,16,50,67,81,47,52,62,68,right,1,medium_medium,mf,71
rudy,angola,29,161,70,42,62,64,54,34,63,70,64,right,1,medium_low,mf,67
rafa_mir,spain,21,190,65,39,74,65,61,75,67,73,64,right,1,high_low,st,70
y_hasegawa,japan,30,172,65,13,68,50,49,67,57,70,58,right,1,high_medium,st,63
f_zorba,turkey,20,170,34,57,55,54,65,80,66,73,49,left,1,medium_medium,df,57
g_o_neil,england,35,134,65,65,54,67,77,67,46,66,67,right,1,low_medium,dm,67
sequeira,portugal,27,174,68,76,59,73,64,61,81,71,65,left,1,medium_medium,df,74
r_af_aoben_vezo,portugal,24,176,54,80,73,71,74,82,69,76,70,right,1,medium_medium,df,77
m_ra_ae_du_a_a,romania,28,143,66,28,52,61,75,52,68,64,61,right,1,medium_low,mf,67
enzo_merques,brazil,34,168,74,64,68,77,65,62,74,75,67,left,1,medium_medium,df,72
lombo,spain,19,165,11,10,11,57,48,60,20,45,28,right,1,medium_medium,gk,60
a_ceylan,germany,20,143,63,21,39,48,89,60,64,37,58,right,1,medium_medium,mf,59
h_af_a_c_lton_carvalhal,brazil,26,181,45,35,72,64,51,37,42,86,82,right,1,medium_low,st,62
d_mc_goldrick,republic_of_ireland,30,163,72,25,67,70,76,67,76,68,75,right,1,medium_medium,st,70
m_taylor_crossdale,england,18,170,65,16,51,60,60,55,50,66,56,right,1,high_medium,st,61
c_scott,england,19,165,44,25,52,55,65,62,51,60,54,right,1,high_medium,st,54
c_bernardi,argentina,28,161,75,39,50,63,73,58,71,64,64,right,1,medium_medium,mf,72
m_mart_af_a_nez,argentina,34,196,32,66,72,61,33,67,67,82,57,right,1,medium_high,df,68
p_parzyszek,poland,24,176,60,26,70,67,50,65,72,77,66,right,1,high_high,st,66
c_baumgartner,austria,18,150,60,34,49,51,69,52,50,47,64,right,1,medium_medium,am,60
k_taketomi,japan,27,152,66,55,68,60,72,84,60,65,50,right,1,medium_medium,mf,66
t_ishikawa,japan,26,146,49,72,43,58,71,77,89,59,47,right,1,medium_high,mf,63
cristian_l_af_a3pez,spain,29,176,66,36,73,68,58,77,80,77,64,right,1,high_medium,st,71
p_dummett,wales,26,181,65,77,73,75,74,75,79,74,65,left,1,medium_medium,df,75
b_clarke,republic_of_ireland,30,141,66,25,58,64,94,93,65,71,66,left,1,high_high,st,66
kim_jong_min,korea_republic,25,172,55,17,67,57,64,66,48,72,52,right,1,medium_medium,st,61
w_zimmerman,united_states,25,196,42,70,78,69,38,78,76,83,64,right,1,medium_medium,df,72
r_deiman,netherlands,19,154,58,48,51,54,61,64,63,58,46,right,1,medium_medium,mf,55
n_smith,england,22,159,22,60,62,49,57,78,79,70,57,right,1,medium_medium,df,61
y_van_osch,netherlands,21,161,13,14,17,54,47,69,27,35,47,right,1,medium_medium,gk,62
v_baume,belgium,21,170,18,8,15,54,61,60,22,51,25,right,1,medium_medium,gk,59
p_hatzidiakos,greece,21,163,52,72,71,62,64,87,73,72,68,right,1,medium_medium,df,70
ra_af_a,brazil,20,141,72,18,50,56,68,55,62,58,64,right,1,high_medium,st,64
y_gordillo,colombia,26,161,57,72,53,72,73,67,92,64,65,right,1,low_high,dm,73
a_barboza,argentina,23,194,51,71,78,57,36,51,61,77,52,left,1,medium_medium,df,72
d_bakker,netherlands,23,154,66,64,62,65,65,87,76,62,67,left,1,medium_medium,dm,66
b_olejnik,austria,31,183,11,23,11,62,44,61,20,67,50,right,1,medium_medium,gk,63
j_ingham,new_zealand,24,159,60,19,36,45,64,43,57,58,54,right,1,medium_low,am,59
j_correa,argentina,25,187,71,28,72,58,50,76,76,79,60,right,1,medium_low,st,72
e_terranova,italy,31,190,43,67,69,70,52,90,53,84,60,right,1,medium_medium,df,73
c_aasbak,norway,24,179,55,66,47,60,66,59,71,76,62,left,1,medium_medium,df,63
s_ring,sweden,23,163,59,58,40,54,69,57,71,61,65,left,1,medium_medium,df,63
alex_mu_af_a_oz,spain,23,170,50,70,67,65,61,73,76,73,58,left,1,medium_medium,df,68
g_pereiro,uruguay,23,168,79,30,73,74,56,70,67,75,76,left,1,medium_low,mf,77
j_tanaka,japan,30,165,66,37,60,64,56,83,70,74,76,left,1,high_medium,mf,66
f_troyansky,argentina,21,170,66,13,65,68,69,81,76,62,69,left,1,medium_low,st,67
p_engblom,sweden,26,165,56,23,59,63,63,67,74,68,56,right,1,medium_medium,st,63
heitor_gesse,brazil,34,152,61,71,58,72,74,62,73,51,74,left,1,high_medium,df,71
b_castrillon,colombia,19,137,66,36,40,52,68,55,70,50,52,right,1,medium_medium,mf,62
a_oviedo,paraguay,22,154,62,18,56,65,68,57,61,50,60,right,1,medium_medium,st,62
t_brownsword,england,18,161,26,47,43,48,59,79,59,56,48,right,1,low_medium,df,50
medr_af_a_n,spain,24,157,71,59,61,71,71,64,62,56,64,right,1,medium_medium,mf,75
m_gruji_a_a,serbia,22,181,69,71,69,75,52,67,73,75,78,right,1,medium_medium,dm,73
camarasa,spain,24,168,74,70,57,72,69,72,73,74,69,right,1,high_medium,mf,76
d_berntsen,norway,25,143,65,38,40,58,86,63,64,55,56,left,1,medium_medium,am,64
a_tahar,algeria,28,154,69,69,63,55,71,79,49,66,63,right,1,medium_medium,dm,65
p_mc_gowan,scotland,30,143,68,50,62,65,87,85,81,43,67,right,1,high_medium,am,66
r_yamazaki,japan,29,168,67,13,61,55,71,55,63,68,57,right,1,medium_medium,mf,61
a_boyle,republic_of_ireland,27,170,43,60,63,57,64,58,74,83,60,left,1,medium_high,df,66
g_galitsios,greece,31,172,61,70,60,66,66,66,61,69,70,right,1,high_high,df,68
s_hutchinson,england,28,161,62,74,66,70,63,75,57,72,68,right,1,medium_high,dm,72
f_baptiste,england,18,146,56,15,46,51,60,58,45,42,48,right,1,medium_medium,st,56
m_al_qaydhi,saudi_arabia,20,150,35,45,45,40,61,72,61,43,38,left,1,medium_medium,df,50
a_rudko,ukraine,26,183,12,7,13,68,23,38,24,56,34,right,1,medium_medium,gk,70
a_mitri_a_a_a_ae,romania,23,143,76,22,31,77,89,34,69,50,66,right,1,high_medium,am,74
a_mitryushkin,russia,22,181,20,16,14,63,51,60,25,68,58,right,1,medium_medium,gk,69
b_kamara,france,18,150,62,68,68,67,69,67,76,72,54,right,1,medium_medium,df,72
a_diop,senegal,26,165,62,63,48,64,55,30,60,71,63,right,1,medium_medium,mf,63
m_depay,netherlands,24,172,85,28,65,79,79,74,79,80,79,right,3,high_low,st,84
w_hanssen,norway,20,165,56,17,53,46,68,68,54,57,58,right,1,medium_medium,st,55
f_fontanini,argentina,28,176,49,65,78,62,60,90,71,80,53,right,1,medium_medium,df,72
l_brattan,australia,28,143,66,68,35,64,70,69,72,73,69,right,1,medium_medium,dm,67
k_m_af_a_hwald,germany,24,170,74,49,54,75,70,53,79,66,73,right,1,medium_medium,mf,73
ricardinho,brazil,28,161,71,46,50,63,73,62,65,65,60,right,1,medium_medium,st,66
r_pe_af_a_a,venezuela,21,172,66,18,68,66,59,60,63,70,59,right,1,high_medium,st,68
r_stewart,scotland,23,157,14,22,20,49,56,55,20,62,35,right,1,medium_medium,gk,53
yeo_seong_hae,korea_republic,30,179,23,60,67,54,42,72,51,79,55,right,1,low_high,df,62
a_blondell,venezuela,24,170,63,13,64,60,57,65,65,75,55,right,1,high_low,st,67
s_cibois,france,20,181,11,15,10,55,54,59,28,65,48,right,1,medium_medium,gk,62
miguel_rodrigues,portugal,25,168,50,66,71,72,63,73,50,78,70,right,1,medium_medium,df,71
lucas_af_a_frico,brazil,23,174,50,57,72,70,38,67,62,81,58,left,1,medium_medium,df,70
a_elyounoussi,norway,19,150,61,24,41,46,73,58,57,45,57,right,1,medium_medium,mf,58
ricardo,portugal,35,185,16,21,11,71,38,73,41,67,48,right,1,medium_medium,gk,75
z_bakkali,belgium,22,154,78,16,28,67,92,64,34,32,55,right,1,medium_low,mf,71
i_koneh,cameroon,23,150,74,14,69,55,63,68,56,47,74,right,1,high_low,am,65
m_hern_af_a_ndez,mexico,35,181,14,19,12,60,32,68,35,66,47,right,1,medium_medium,gk,67
s_ward,republic_of_ireland,32,176,71,76,73,79,62,72,78,72,73,left,2,high_high,df,75
c_ben_saada,tunisia,34,143,67,44,61,60,70,52,33,36,59,left,1,medium_medium,mf,63
a_vidal,chile,31,165,76,84,82,84,75,85,83,79,81,right,4,medium_medium,am,85
j_riquelme,chile,18,159,46,51,44,55,64,60,66,59,32,left,1,medium_medium,df,52
a_b_af_a1_4y_af_a1_4k,turkey,30,172,76,37,71,71,84,92,73,48,70,right,1,high_medium,mf,72
r_izumi,japan,24,159,60,43,41,56,72,57,78,68,57,right,1,medium_medium,df,60
r_cannon,united_states,20,165,66,63,55,61,70,72,82,60,59,right,1,high_high,df,68
r_alioui,morocco,26,181,69,36,67,63,46,71,64,75,65,right,1,high_medium,st,70
v_moren,finland,27,168,32,67,67,65,54,32,65,74,57,right,1,low_medium,df,66
lin_chuangyi,china_pr,25,154,68,49,49,59,72,69,58,50,58,right,1,medium_medium,am,62
s_silva,sweden,28,163,68,29,55,64,69,53,72,63,66,right,1,medium_medium,st,65
m_rasmussen,norway,20,143,65,42,43,61,83,84,63,49,63,left,1,medium_medium,am,63
a_el_khayati,netherlands,29,152,77,34,46,67,69,66,75,71,67,right,1,medium_medium,am,75
n_kalini_a_a,croatia,30,176,73,42,78,78,58,68,71,77,78,right,3,high_high,st,79
du_wenyang,china_pr,28,165,60,60,48,53,61,57,66,62,51,right,1,medium_medium,df,58
c_nyman,sweden,25,181,68,30,65,77,59,80,80,75,66,right,1,high_high,st,71
l_hupfauf,austria,21,161,63,57,37,63,75,71,64,48,48,right,1,medium_medium,df,59
f_migliore,italy,30,165,63,62,60,64,84,86,85,75,66,left,1,high_medium,df,67
guruzeta,spain,21,170,67,20,67,61,55,68,54,56,53,right,1,high_medium,st,67
s_afa_ikalleshi,albania,27,176,64,30,73,64,38,53,70,78,50,right,1,medium_high,st,70
j_hove,norway,17,159,57,48,44,50,56,61,64,54,50,right,1,medium_medium,mf,56
f_irie,ivory_coast,20,121,63,28,42,46,93,74,50,34,52,right,1,medium_medium,am,59
m_samatta,tanzania,25,176,74,18,71,67,65,84,65,73,71,right,1,high_medium,st,76
r_edwards,canada,22,146,69,55,55,56,78,82,69,51,56,left,1,medium_high,mf,64
f_erpen,argentina,35,172,46,68,74,65,50,76,67,80,67,right,1,medium_high,df,71
d_quaranta,italy,21,179,40,55,66,52,58,68,63,69,46,left,1,medium_medium,df,60
fu_huan,china_pr,24,154,63,65,42,63,68,70,70,58,61,right,1,high_high,df,66
r_kishna,netherlands,23,170,82,20,57,68,55,32,34,59,72,left,2,medium_low,am,73
c_dom_af_a_nguez,paraguay,23,154,76,43,56,69,70,64,77,68,73,right,1,high_medium,mf,75
j_papaleo,argentina,24,168,14,22,13,59,51,52,24,56,45,right,1,medium_medium,gk,62
miguel_af_a3n,spain,22,154,55,64,56,58,67,75,70,54,52,right,1,medium_medium,df,66
m_n_af_ao_af_a_ez,argentina,31,152,64,52,55,58,79,69,71,38,68,right,1,high_low,mf,68
j_beaulieu,canada,24,194,6,14,12,45,27,40,31,78,38,right,1,medium_medium,gk,54
rafael_cachoira,brazil,30,185,58,75,73,67,53,51,61,83,70,right,1,medium_medium,df,76
r_a_a1_2ulj,austria,26,196,76,28,66,70,61,79,65,77,71,right,1,medium_medium,st,72
r_meggiorini,italy,32,172,74,23,72,75,74,76,67,77,78,left,2,medium_medium,st,74
l_simpson,england,23,176,12,28,20,52,58,70,32,69,32,left,1,medium_medium,gk,52
h_arslan,turkey,29,168,70,56,64,70,55,71,79,76,70,right,1,medium_high,am,69
edercinho_sepa,brazil,30,168,64,66,73,82,68,68,77,69,69,right,1,medium_medium,mf,74
t_baumgart,germany,20,159,64,32,41,58,67,75,79,63,47,right,1,medium_medium,mf,63
i_musalami,saudi_arabia,29,146,59,58,49,56,70,63,73,60,46,right,1,medium_medium,dm,60
m_diakhaby,france,21,172,50,78,85,70,33,83,75,82,73,right,1,medium_medium,df,77
t_ndenge,germany,21,176,66,59,47,65,63,70,69,77,62,left,1,medium_medium,dm,65
g_ray,wales,24,157,49,54,62,53,72,84,66,74,49,right,1,medium_medium,df,61
h_takimoto,japan,21,174,8,16,13,54,22,31,17,64,22,right,1,medium_medium,gk,58
j_vardy,england,31,163,76,49,69,88,76,76,86,67,82,right,3,high_high,st,82
k_wagner,germany,21,172,48,58,64,61,67,83,78,73,50,left,1,medium_medium,df,66
s_old,new_zealand,32,187,46,65,61,58,51,73,64,74,60,right,1,low_medium,df,61
a_st_af_a_hl,sweden,23,176,66,21,44,58,55,40,46,65,51,right,1,medium_medium,mf,61
